Wardcode,YearendingMar2000,YearendingJun2000,YearendingSep2000,YearendingDec2000,YearendingMar2001,YearendingJun2001,YearendingSep2001,YearendingDec2001,YearendingMar2002,YearendingJun2002,YearendingSep2002,YearendingDec2002,YearendingMar2003,YearendingJun2003,YearendingSep2003,YearendingDec2003,YearendingMar2004,YearendingJun2004,YearendingSep2004,YearendingDec2004,YearendingMar2005,YearendingJun2005,YearendingSep2005,YearendingDec2005,YearendingMar2006,YearendingJun2006,YearendingSep2006,YearendingDec2006,YearendingMar2007,YearendingJun2007,YearendingSep2007,YearendingDec2007,YearendingMar2008,YearendingJun2008,YearendingSep2008,YearendingDec2008,YearendingMar2009,YearendingJun2009,YearendingSep2009,YearendingDec2009,YearendingMar2010,YearendingJun2010,YearendingSep2010,YearendingDec2010,YearendingMar2011,YearendingJun2011,YearendingSep2011,YearendingDec2011,YearendingMar2012,YearendingJun2012,YearendingSep2012,YearendingDec2012,YearendingMar2013,YearendingJun2013,YearendingSep2013,YearendingDec2013,YearendingMar2014,YearendingJun2014,YearendingSep2014,YearendingDec2014,YearendingMar2015,YearendingJun2015,YearendingSep2015,YearendingDec2015,YearendingMar2016,YearendingJun2016,YearendingSep2016,YearendingDec2016,YearendingMar2017,YearendingJun2017,YearendingSep2017,YearendingDec2017,YearendingMar2018,YearendingJun2018,YearendingSep2018,YearendingDec2018,YearendingMar2019,YearendingJun2019,YearendingSep2019,YearendingDec2019
E05012979,110000.0,110000.0,111000.0,117000.0,131500.0,131500.0,132250.0,130000.0,130000.0,140000.0,156000.0,165000.0,171250.0,175500.0,171498.0,177000.0,175000.0,175500.0,179225.0,189000.0,198750.0,209871.0,217500.0,198725.0,199475.0,198000.0,194950.0,221750.0,223975.0,229950.0,229475.0,231000.0,231629.0,224500.0,219000.0,199975.0,185500.0,173500.0,169995.0,171500.0,172000.0,185000.0,195000.0,201000.0,190000.0,193500.0,225000.0,235000.0,240000.0,250000.0,248250.0,240250.0,225000.0,220000.0,220000.0,210000.0,225250.0,205000.0,205000.0,211250.0,200000.0,200500.0,249950.0,254950.0,254950.0,261250.0,264975.0,272000.0,300000.0,290000.0,256250.0,250000.0,251250.0,257000.0,292500.0,300000.0,305000.0,300000.0,315000.0,310000.0
E05012980,135000.0,142500.0,162500.0,170000.0,176500.0,176250.0,176000.0,175000.0,175000.0,190000.0,183000.0,196000.0,196000.0,192475.0,200000.0,201500.0,215000.0,235000.0,235395.0,248000.0,245950.0,246625.0,275000.0,280000.0,282500.0,275000.0,250000.0,262000.0,266750.0,275150.0,292750.0,319750.0,327000.0,350000.0,290000.0,275000.0,275000.0,260875.0,250000.0,242500.0,245000.0,250000.0,295000.0,345000.0,332250.0,308750.0,290000.0,280000.0,279500.0,275000.0,270000.0,285000.0,303750.0,325000.0,300000.0,262495.0,254795.0,257398.0,261995.0,268995.0,298000.0,340501.0,350000.0,365000.0,359998.0,347498.0,349998.0,347498.0,327500.0,372475.0,379973.0,375000.0,383975.0,340000.0,350000.0,339995.0,338000.0,331000.0,330000.0,350000.0
E05011719,149500.0,151000.0,155000.0,167550.0,159500.0,164000.0,181225.0,195000.0,193000.0,195000.0,197000.0,197000.0,222500.0,220000.0,246250.0,289500.0,302475.0,265000.0,270000.0,264000.0,268500.0,300000.0,280250.0,275000.0,260995.0,270995.0,269995.0,265000.0,279950.0,279950.0,310000.0,385000.0,411000.0,388750.0,355000.0,368000.0,348500.0,307500.0,335000.0,290000.0,290000.0,328750.0,355000.0,341250.0,347500.0,340000.0,295000.0,331250.0,325000.0,314250.0,370000.0,325500.0,307500.0,282000.0,282500.0,347500.0,337750.0,335000.0,382500.0,394000.0,425000.0,450000.0,375000.0,366250.0,397500.0,397500.0,439950.0,435000.0,383725.0,370000.0,360000.0,370000.0,385000.0,395000.0,395000.0,413650.0,400000.0,420000.0,450000.0,445500.0
E05006627,177500.0,180000.0,180000.0,196250.0,207500.0,207500.0,198750.0,179005.0,179005.0,183000.0,182500.0,209000.0,232500.0,225000.0,232500.0,242500.0,247500.0,275000.0,335975.0,335975.0,377500.0,385000.0,420000.0,395000.0,390000.0,385000.0,340000.0,355000.0,340000.0,340000.0,362000.0,385000.0,423750.0,385000.0,363000.0,499950.0,377500.0,467500.0,365000.0,325000.0,335000.0,410000.0,430000.0,430000.0,440000.0,425550.0,423275.0,421000.0,420500.0,250000.0,290000.0,322500.0,351500.0,378000.0,379000.0,383000.0,337000.0,337000.0,485000.0,326500.0,325000.0,325000.0,390000.0,395000.0,447000.0,462000.0,350000.0,471000.0,460000.0,467500.0,580000.0,525000.0,615000.0,510000.0,490000.0,465000.0,421000.0,432000.0,481000.0,555000.0
E05006628,172500.0,177500.0,195000.0,210000.0,220000.0,205000.0,190000.0,225000.0,220000.0,200000.0,225000.0,225000.0,230000.0,250000.0,271000.0,250000.0,245000.0,250000.0,250000.0,272000.0,281500.0,305000.0,272000.0,261500.0,270000.0,269000.0,288000.0,331000.0,325000.0,335000.0,335000.0,335000.0,352500.0,398750.0,395000.0,350000.0,322500.0,295000.0,283000.0,295000.0,321125.0,290000.0,294500.0,318200.0,293750.0,321013.0,321013.0,291000.0,277250.0,299000.0,335000.0,385000.0,445000.0,415000.0,360000.0,337500.0,314500.0,345700.0,380000.0,440000.0,460000.0,464000.0,437500.0,350000.0,330000.0,335000.0,330000.0,381000.0,422500.0,473750.0,470000.0,453750.0,477500.0,507500.0,490000.0,490000.0,455000.0,448750.0,397500.0,498000.0
E05006629,120000.0,132750.0,132750.0,135000.0,137750.0,147225.0,149500.0,158998.0,153995.0,146000.0,150978.0,163000.0,163000.0,180500.0,189950.0,185425.0,190000.0,193000.0,191000.0,216500.0,223000.0,223000.0,215000.0,214875.0,214875.0,223500.0,223000.0,239000.0,249999.0,250000.0,249997.0,249999.0,259975.0,241000.0,228000.0,199950.0,198750.0,198750.0,254975.0,249975.0,260000.0,255000.0,220000.0,216250.0,209500.0,217500.0,237500.0,250000.0,290000.0,270000.0,273000.0,281500.0,262000.0,262000.0,262000.0,240000.0,235000.0,250000.0,285000.0,285000.0,295000.0,297500.0,286500.0,320000.0,345000.0,335000.0,331500.0,350000.0,340000.0,360000.0,357500.0,354950.0,340000.0,332500.0,379950.0,405000.0,415000.0,412500.0,390000.0,370000.0
E05009364,142000.0,142250.0,142250.0,136000.0,133500.0,135500.0,137000.0,142000.0,146000.0,157000.0,185000.0,186000.0,194000.0,205000.0,205000.0,220000.0,202475.0,185550.0,213000.0,205475.0,215000.0,209500.0,200000.0,200000.0,226000.0,245000.0,245000.0,244500.0,244000.0,232500.0,244000.0,256000.0,249500.0,273750.0,272500.0,272500.0,270000.0,245000.0,343000.0,270000.0,350000.0,310000.0,273725.0,307000.0,274975.0,284350.0,250000.0,268750.0,269375.0,271735.0,270000.0,275000.0,280000.0,288500.0,250000.0,250000.0,243000.0,250000.0,292500.0,290000.0,295500.0,307000.0,287500.0,355750.0,328250.0,359500.0,359000.0,350000.0,359000.0,350000.0,332750.0,332750.0,320250.0,320000.0,350000.0,399950.0,387475.0,399975.0,345000.0,330000.0
E05009363,185000.0,215000.0,250000.0,255000.0,225000.0,210000.0,194000.0,205000.0,205000.0,255000.0,262500.0,262500.0,265000.0,249975.0,275000.0,307500.0,315000.0,280000.0,320000.0,285000.0,285000.0,310000.0,395500.0,445000.0,435000.0,470000.0,470000.0,475000.0,473750.0,337500.0,322500.0,340000.0,329999.0,385000.0,500000.0,500000.0,535000.0,476250.0,350000.0,361750.0,350000.0,355000.0,385000.0,362500.0,397500.0,415000.0,410000.0,388000.0,400000.0,400000.0,405000.0,466500.0,470000.0,399500.0,374625.0,327500.0,310000.0,352500.0,499999.0,507000.0,550250.0,534000.0,530000.0,507500.0,425000.0,436630.0,405000.0,407500.0,465000.0,470000.0,475000.0,524500.0,490500.0,555000.0,585000.0,585000.0,585000.0,545000.0,469000.0,470000.0
E05006632,71500.0,71500.0,81875.0,102250.0,114750.0,122995.0,123295.0,126995.0,129995.0,132911.0,130000.0,158995.0,184995.0,198995.0,208500.0,189973.0,184250.0,184500.0,183250.0,184748.0,177995.0,165475.0,169995.0,175995.0,177995.0,179000.0,179995.0,187100.0,185000.0,196000.0,192950.0,187575.0,184300.0,179275.0,175000.0,167000.0,154850.0,150000.0,150000.0,155000.0,166750.0,179950.0,200000.0,205000.0,200000.0,200000.0,190000.0,200000.0,190000.0,180000.0,186000.0,182500.0,186250.0,182500.0,182500.0,199975.0,194000.0,208000.0,214250.0,213500.0,218500.0,215000.0,216000.0,229000.0,231000.0,227500.0,237750.0,235000.0,242000.0,259000.0,270000.0,276500.0,274500.0,263500.0,262000.0,262250.0,263250.0,260000.0,258500.0,250000.0
E05009365,80000.0,85250.0,84995.0,87000.0,87500.0,92000.0,97000.0,102500.0,105000.0,105000.0,106748.0,107995.0,108000.0,118000.0,125995.0,128500.0,135000.0,138000.0,147500.0,149000.0,155000.0,156850.0,157000.0,157995.0,156500.0,151000.0,160000.0,166500.0,171250.0,175000.0,172000.0,173000.0,175000.0,175500.0,180000.0,175000.0,170000.0,174000.0,155000.0,163750.0,166000.0,170000.0,174500.0,175500.0,174000.0,160250.0,165000.0,170000.0,170000.0,182350.0,174000.0,175000.0,176750.0,170500.0,193000.0,194000.0,195000.0,199250.0,200500.0,216500.0,231250.0,240000.0,254000.0,253000.0,253000.0,255500.0,261000.0,280500.0,285000.0,291000.0,291000.0,291000.0,295000.0,297000.0,295500.0,302250.0,300000.0,300750.0,297500.0,247500.0
E05006634,98000.0,106500.0,113000.0,115000.0,114000.0,115000.0,117000.0,122500.0,123500.0,123000.0,126000.0,132000.0,136500.0,144975.0,153500.0,150000.0,155000.0,157000.0,164000.0,165500.0,167000.0,165000.0,164500.0,170000.0,172500.0,175000.0,181500.0,187750.0,187500.0,193000.0,198750.0,201500.0,204000.0,205000.0,199995.0,192500.0,167750.0,166250.0,174475.0,174000.0,175000.0,175000.0,196000.0,203000.0,205000.0,207975.0,205000.0,205475.0,205950.0,205000.0,202000.0,205000.0,195000.0,190000.0,186250.0,188750.0,203975.0,210000.0,228750.0,235500.0,236500.0,230000.0,222500.0,215750.0,225500.0,234500.0,242750.0,239000.0,255000.0,245250.0,264000.0,265500.0,286250.0,290000.0,282500.0,294250.0,296750.0,282000.0,263750.0,259000.0
E05010781,174750.0,192500.0,205750.0,210000.0,212500.0,205000.0,195000.0,195000.0,195000.0,205000.0,292000.0,284500.0,292000.0,289000.0,280000.0,311750.0,315000.0,302500.0,323000.0,325000.0,330000.0,340000.0,322460.0,318750.0,299950.0,280000.0,290000.0,308000.0,320250.0,318000.0,321250.0,319000.0,327500.0,350000.0,315000.0,277500.0,300000.0,358500.0,358500.0,337500.0,350000.0,350000.0,380000.0,499000.0,512000.0,512000.0,327500.0,280000.0,280000.0,307500.0,380000.0,366500.0,382500.0,390000.0,355000.0,378500.0,360000.0,360000.0,417500.0,411250.0,455000.0,430000.0,420000.0,370000.0,350000.0,350000.0,375963.0,405000.0,425000.0,425000.0,447500.0,447500.0,440000.0,495000.0,535000.0,605000.0,622500.0,455000.0,450000.0,477500.0
E05010782,135000.0,134000.0,134000.0,135500.0,139000.0,153500.0,176750.0,181750.0,175000.0,168750.0,175000.0,174000.0,187500.0,206250.0,206250.0,222500.0,222500.0,222500.0,227500.0,235000.0,238000.0,240000.0,240000.0,249995.0,244950.0,250000.0,250000.0,249950.0,248950.0,240000.0,249950.0,250000.0,267500.0,271250.0,273750.0,272500.0,275000.0,302000.0,250000.0,250000.0,247000.0,250000.0,270000.0,277500.0,272500.0,310000.0,310000.0,295000.0,277500.0,290000.0,290000.0,297500.0,327500.0,330000.0,311000.0,300000.0,289500.0,300000.0,352500.0,352500.0,363000.0,385000.0,375000.0,390000.0,346500.0,324500.0,335000.0,335000.0,388750.0,415875.0,435000.0,435000.0,427500.0,427500.0,419000.0,433750.0,480500.0,476000.0,485000.0,450000.0
E05006637,120000.0,120000.0,120000.0,115000.0,110625.0,114000.0,118500.0,120000.0,127500.0,144000.0,150000.0,155000.0,154225.0,161250.0,167500.0,176751.0,175500.0,185750.0,190475.0,187000.0,191000.0,189000.0,186975.0,190000.0,196500.0,200000.0,207988.0,212500.0,217825.0,225000.0,235000.0,245000.0,246500.0,248000.0,238000.0,231500.0,205000.0,200000.0,200000.0,175000.0,187250.0,186000.0,206250.0,242250.0,240000.0,230000.0,210000.0,188000.0,188000.0,192500.0,210000.0,235000.0,228500.0,210000.0,212500.0,205000.0,215000.0,223750.0,214500.0,235000.0,235500.0,243000.0,261500.0,255000.0,257000.0,261000.0,256000.0,262500.0,285000.0,312500.0,315000.0,315000.0,310000.0,313498.0,314995.0,325000.0,330000.0,327500.0,330000.0,322500.0
E05006638,121000.0,124995.0,139975.0,176750.0,181500.0,165000.0,150000.0,141000.0,141000.0,139000.0,165750.0,165750.0,167500.0,167500.0,165475.0,180450.0,195000.0,204000.0,212500.0,209000.0,220000.0,225000.0,245000.0,245000.0,225000.0,225000.0,237500.0,265748.0,277777.0,260000.0,277777.0,249250.0,249500.0,249000.0,249500.0,228500.0,230000.0,227500.0,222500.0,235000.0,235500.0,242500.0,288500.0,305000.0,305000.0,290000.0,262500.0,260000.0,250000.0,269000.0,285000.0,285000.0,310000.0,285000.0,302500.0,296750.0,308750.0,315000.0,301000.0,295000.0,281500.0,278000.0,295000.0,297550.0,318730.0,360639.0,330000.0,332500.0,330000.0,335000.0,370000.0,375000.0,395000.0,347500.0,350000.0,395000.0,408500.0,470000.0,460000.0,377500.0
E05006639,119950.0,124475.0,125500.0,136000.0,145000.0,145000.0,149950.0,154125.0,158500.0,162500.0,169950.0,174950.0,177500.0,181000.0,186000.0,198000.0,195000.0,198000.0,205000.0,230000.0,235000.0,235000.0,232000.0,224250.0,216500.0,232000.0,235000.0,234950.0,229950.0,227475.0,244875.0,258500.0,258500.0,255000.0,235000.0,232500.0,245000.0,272500.0,259975.0,248000.0,240000.0,230000.0,242500.0,248000.0,245000.0,272500.0,249995.0,268000.0,273750.0,285000.0,299995.0,291250.0,289500.0,296500.0,300000.0,312500.0,320000.0,320000.0,300000.0,302500.0,306500.0,295000.0,295000.0,295000.0,310000.0,315000.0,307500.0,316000.0,324125.0,325000.0,332500.0,349995.0,349995.0,349995.0,365000.0,350000.0,350000.0,338750.0,342500.0,360000.0
E05006640,132250.0,142000.0,149950.0,149950.0,149950.0,142950.0,152500.0,157000.0,172500.0,192500.0,192500.0,195000.0,200750.0,221500.0,240125.0,240063.0,230000.0,245000.0,246000.0,247000.0,260000.0,236101.0,265000.0,265000.0,244500.0,242000.0,248350.0,246750.0,255000.0,275000.0,280000.0,275000.0,272500.0,275000.0,242500.0,239250.0,233000.0,240000.0,244000.0,249000.0,247500.0,248500.0,250000.0,280500.0,300000.0,310000.0,351250.0,294000.0,268000.0,268000.0,280000.0,278500.0,280000.0,280000.0,275000.0,275500.0,282500.0,290000.0,300000.0,338000.0,327850.0,334850.0,311000.0,320000.0,334250.0,336500.0,360000.0,363500.0,375000.0,375000.0,380000.0,380000.0,353000.0,380000.0,405000.0,379000.0,383000.0,395000.0,389000.0,394000.0
E05010783,120000.0,132000.0,138725.0,137475.0,144500.0,170000.0,170000.0,177500.0,183000.0,180000.0,197500.0,186000.0,191000.0,215000.0,207500.0,210000.0,210000.0,210000.0,236000.0,285500.0,291000.0,291000.0,250000.0,245000.0,250000.0,250000.0,248500.0,250000.0,245750.0,245500.0,250000.0,252500.0,272500.0,280000.0,270000.0,246500.0,268000.0,245000.0,245000.0,278500.0,310000.0,289000.0,288000.0,303500.0,275351.0,265000.0,275326.0,250000.0,250000.0,275000.0,285000.0,300000.0,305000.0,365000.0,312500.0,305000.0,310000.0,308500.0,335000.0,355000.0,395000.0,395000.0,360000.0,340000.0,323750.0,357500.0,422500.0,489500.0,495000.0,485000.0,392500.0,370000.0,418000.0,405000.0,390000.0,360000.0,346000.0,357000.0,359750.0,375000.0
E05006642,181000.0,210000.0,210000.0,205000.0,202500.0,205000.0,190000.0,175000.0,177500.0,186000.0,220000.0,273000.0,281000.0,282000.0,285000.0,249000.0,276500.0,266250.0,282500.0,285000.0,285000.0,303500.0,273000.0,239950.0,244200.0,250000.0,320000.0,343750.0,345000.0,338750.0,350000.0,310000.0,325000.0,300000.0,300000.0,350000.0,249500.0,275000.0,310000.0,310000.0,310000.0,315000.0,275000.0,287500.0,290000.0,290000.0,310000.0,290000.0,290000.0,300000.0,266085.0,287500.0,290000.0,320000.0,390000.0,399975.0,416250.0,421225.0,410000.0,395000.0,385000.0,380000.0,385000.0,385000.0,455000.0,473750.0,455000.0,430000.0,400000.0,375000.0,382000.0,392500.0,385000.0,380000.0,345500.0,361500.0,371500.0,445000.0,458750.0,396000.0
E05006643,136750.0,157995.0,155995.0,148000.0,126250.0,116000.0,148000.0,167975.0,167000.0,172725.0,174500.0,186000.0,204795.0,214500.0,224500.0,208745.0,212500.0,211250.0,220000.0,235000.0,230000.0,230000.0,225500.0,213000.0,210000.0,210000.0,235000.0,235000.0,240000.0,250000.0,249950.0,249975.0,248475.0,249950.0,217000.0,192000.0,194975.0,200000.0,208500.0,214500.0,217000.0,245000.0,262500.0,256000.0,256250.0,286000.0,228000.0,249950.0,244500.0,244500.0,248000.0,243000.0,275000.0,260000.0,270000.0,249950.0,249950.0,242500.0,247500.0,265000.0,250000.0,291250.0,285000.0,297500.0,298750.0,310000.0,325500.0,315000.0,320000.0,317500.0,300000.0,385000.0,375000.0,372500.0,370000.0,346000.0,325000.0,358500.0,358500.0,350000.0
E05006644,149500.0,141000.0,154500.0,168000.0,160000.0,165000.0,167500.0,175000.0,177500.0,191000.0,225000.0,239500.0,237250.0,213500.0,213750.0,215000.0,230125.0,249500.0,257500.0,257500.0,275000.0,270000.0,270000.0,270000.0,234000.0,242000.0,271500.0,285000.0,330000.0,327500.0,324250.0,312000.0,308500.0,323750.0,347500.0,287500.0,275000.0,260000.0,238000.0,238550.0,250000.0,287000.0,320000.0,329950.0,305000.0,300000.0,312500.0,276500.0,283000.0,306500.0,275000.0,282500.0,310000.0,315000.0,362500.0,301100.0,311050.0,321000.0,305550.0,350000.0,350000.0,332500.0,372500.0,307500.0,354500.0,362500.0,370000.0,423500.0,430000.0,440000.0,354000.0,470000.0,470000.0,462500.0,470000.0,415000.0,406250.0,412500.0,408750.0,400000.0
E05006645,150000.0,150000.0,155000.0,176750.0,192500.0,180000.0,178000.0,180000.0,180000.0,197000.0,202000.0,211250.0,211500.0,226000.0,235000.0,238500.0,247750.0,257500.0,275000.0,300000.0,295000.0,260000.0,249950.0,247500.0,250000.0,278475.0,280000.0,296000.0,295500.0,308750.0,375000.0,395000.0,400000.0,400000.0,282500.0,280000.0,272000.0,285000.0,371500.0,297500.0,370000.0,328000.0,307500.0,350000.0,298000.0,310000.0,290000.0,288000.0,294500.0,288000.0,351250.0,417500.0,384000.0,379750.0,362500.0,297500.0,293750.0,307500.0,299950.0,350000.0,352500.0,350000.0,381000.0,376000.0,380000.0,397500.0,416000.0,475000.0,485000.0,485000.0,480000.0,490000.0,470000.0,444000.0,512500.0,445500.0,447000.0,450000.0,459000.0,500000.0
E05006646,155000.0,149500.0,158500.0,163000.0,163500.0,162500.0,180000.0,180000.0,174000.0,190000.0,195150.0,200000.0,210000.0,223600.0,241750.0,224000.0,221975.0,234000.0,233000.0,234000.0,240000.0,237000.0,260000.0,250000.0,248950.0,250000.0,274000.0,282500.0,295500.0,291000.0,282000.0,282000.0,287000.0,287000.0,285000.0,282500.0,300000.0,317500.0,285000.0,300000.0,287500.0,249500.0,305000.0,317500.0,307500.0,300000.0,300000.0,280000.0,280000.0,298500.0,325500.0,345500.0,365000.0,345000.0,311000.0,327500.0,330000.0,330000.0,355000.0,333000.0,333000.0,320000.0,348750.0,367500.0,360000.0,402975.0,399950.0,395000.0,415000.0,431000.0,417500.0,447000.0,448500.0,430000.0,465000.0,445000.0,417500.0,415000.0,402500.0,422500.0
E05006647,118000.0,115000.0,120000.0,121500.0,127000.0,130000.0,142000.0,145250.0,145000.0,149000.0,168000.0,171750.0,175000.0,202000.0,172000.0,172000.0,196000.0,190000.0,223000.0,229950.0,224000.0,236500.0,225000.0,236000.0,233500.0,220000.0,237000.0,222500.0,236500.0,250000.0,250000.0,269000.0,280000.0,268750.0,250000.0,320000.0,258750.0,227500.0,210100.0,212500.0,215000.0,272000.0,250000.0,250000.0,250000.0,235000.0,245000.0,271000.0,250000.0,285000.0,290000.0,245000.0,262500.0,250000.0,255000.0,262500.0,260000.0,250000.0,250000.0,267500.0,267500.0,270000.0,280000.0,289500.0,308500.0,310000.0,311000.0,313500.0,321500.0,315000.0,323000.0,323000.0,317500.0,320000.0,325000.0,340000.0,375000.0,382500.0,347500.0,335000.0
E05006648,99950.0,103000.0,125000.0,122475.0,119950.0,123000.0,126000.0,135000.0,136950.0,144000.0,146500.0,149950.0,159950.0,180000.0,202500.0,219500.0,218500.0,200000.0,185000.0,181500.0,184750.0,185000.0,178000.0,177950.0,179000.0,180000.0,189000.0,195000.0,199950.0,199950.0,207000.0,210000.0,190000.0,195000.0,190000.0,194250.0,195750.0,175000.0,170000.0,155000.0,155500.0,149950.0,151250.0,155000.0,150000.0,199750.0,204000.0,210000.0,210000.0,212500.0,216500.0,217500.0,235000.0,189000.0,190250.0,212500.0,220000.0,228000.0,232000.0,223500.0,221000.0,221000.0,225000.0,242500.0,247000.0,257500.0,262500.0,266000.0,276000.0,275500.0,275000.0,275000.0,272500.0,248000.0,242500.0,281500.0,295000.0,335000.0,339000.0,345000.0
E05006649,98500.0,99995.0,108000.0,112250.0,116000.0,120000.0,129973.0,137000.0,140500.0,149995.0,155000.0,159995.0,163998.0,175688.0,190000.0,199498.0,199995.0,200000.0,205000.0,199950.0,199950.0,194995.0,190000.0,196000.0,196898.0,205000.0,210995.0,213000.0,214500.0,219995.0,219998.0,217998.0,218995.0,225000.0,230000.0,225000.0,224015.0,205950.0,194000.0,197950.0,200000.0,203975.0,212000.0,214500.0,215000.0,214500.0,215000.0,225000.0,222000.0,230000.0,233500.0,235000.0,235000.0,229000.0,233000.0,220000.0,222500.0,235000.0,240000.0,245000.0,247950.0,246000.0,259000.0,271000.0,272250.0,285000.0,297000.0,308500.0,310000.0,298000.0,310000.0,315000.0,325000.0,325000.0,310000.0,305750.0,300000.0,290000.0,297500.0,291250.0
E05006650,132500.0,126500.0,132500.0,132500.0,125000.0,136250.0,142500.0,145000.0,151000.0,152500.0,156550.0,159000.0,164750.0,170000.0,193000.0,190500.0,191000.0,195000.0,191500.0,202500.0,214500.0,217500.0,215000.0,199250.0,199250.0,205000.0,205000.0,223000.0,227500.0,225000.0,225000.0,227000.0,227000.0,227000.0,217500.0,199950.0,190000.0,188000.0,200000.0,192500.0,208000.0,208000.0,204500.0,204500.0,202975.0,202975.0,205000.0,217750.0,214000.0,240000.0,218500.0,212000.0,231000.0,235000.0,243000.0,245500.0,241975.0,230000.0,237000.0,245000.0,250000.0,292000.0,292500.0,292500.0,295000.0,289975.0,302500.0,315000.0,315000.0,360000.0,342500.0,335000.0,335000.0,307000.0,299250.0,300000.0,289000.0,330000.0,362000.0,364250.0
E05006651,92725.0,100000.0,112000.0,115000.0,114000.0,117550.0,118000.0,120000.0,128500.0,130750.0,134000.0,135000.0,137000.0,144000.0,154000.0,159000.0,164750.0,165750.0,170000.0,172000.0,178500.0,180000.0,177500.0,180000.0,179500.0,180000.0,182500.0,185000.0,185000.0,196040.0,208975.0,206975.0,210000.0,207000.0,195000.0,197500.0,191500.0,175000.0,180000.0,184000.0,187000.0,207000.0,210000.0,204000.0,193000.0,194500.0,193500.0,196225.0,207750.0,200000.0,212000.0,210250.0,204500.0,212000.0,213500.0,217500.0,222498.0,235000.0,240000.0,249975.0,250000.0,257050.0,262500.0,265050.0,269950.0,261000.0,256000.0,251500.0,260000.0,273000.0,275000.0,275000.0,279950.0,283000.0,283000.0,289000.0,285000.0,275000.0,287500.0,282500.0
E05006652,89950.0,94975.0,103975.0,105475.0,107000.0,110250.0,113250.0,118000.0,119250.0,128000.0,138125.0,143500.0,147000.0,152998.0,154500.0,157750.0,157750.0,159950.0,165000.0,174500.0,175000.0,170000.0,170000.0,171000.0,172000.0,173500.0,175000.0,173500.0,182000.0,189950.0,195000.0,202000.0,204500.0,208000.0,207500.0,205000.0,195000.0,170000.0,168000.0,164000.0,170000.0,175000.0,192500.0,205000.0,204100.0,203200.0,204000.0,219250.0,216750.0,218000.0,221000.0,218000.0,221000.0,215000.0,210000.0,206000.0,205000.0,209000.0,220000.0,221500.0,228000.0,229000.0,244000.0,285000.0,303750.0,316000.0,325000.0,338000.0,340000.0,342500.0,346250.0,340000.0,337500.0,345000.0,349998.0,353896.0,350000.0,340144.0,328498.0,325000.0
E05006653,130000.0,127500.0,132000.0,135000.0,135500.0,154500.0,157000.0,165000.0,165000.0,168000.0,185000.0,186250.0,185000.0,191250.0,199750.0,205000.0,215000.0,231000.0,240250.0,250000.0,272500.0,250000.0,246250.0,250000.0,255000.0,267500.0,279000.0,280000.0,290000.0,296000.0,300500.0,299725.0,310000.0,317500.0,325000.0,300000.0,290000.0,288000.0,305000.0,310000.0,302500.0,310000.0,300000.0,280000.0,280000.0,271250.0,265000.0,275000.0,275000.0,290000.0,300000.0,300500.0,330750.0,330000.0,330750.0,322500.0,307500.0,307500.0,350000.0,370500.0,378500.0,379000.0,395000.0,380000.0,380000.0,385000.0,395000.0,421250.0,430000.0,440000.0,430000.0,430000.0,432628.0,432628.0,425000.0,422000.0,408750.0,402500.0,360000.0,411000.0
